ME_NUMCDE;ME_LIVREA;ME_CPROIN;ME_NQTUVC;AR_VOLSPCB;TRUNC(ME_DATEXP)
PO0017KO6I;F327;565782;500;3.2;02.19.2019
PO0017KO6I;F327;248677;800;1.4;02.19.2019
PO0017KO6I;F327;94342;24;0.2;02.19.2019
PO0017KO6I;F327;499162;10;0.7;02.19.2019
PO0017KO6I;F327;570012;10;2.2;02.19.2019
PO0017KO6I;F327;94343;24;0.2;02.19.2019
PO0017KO6I;F327;749659;10;1.2;02.19.2019
PO0017KO6I;F327;8616;10;1.5;02.19.2019
PO0017KO6I;F327;750537;20;1.2;02.19.2019
PO0017KO6I;F327;257637;30;0.8;02.19.2019
PO0017KO6I;F327;609137;30;0.8;02.19.2019
PO0017KO6I;F327;749658;10;1.2;02.19.2019
PO0017KO6I;F327;686646;30;0.0;02.19.2019
PO0017KO6I;F327;418128;10;0.8;02.19.2019
PO0017KO6I;F327;609133;30;0.7;02.19.2019
PO0017KO6I;F327;224371;10;0.9;02.19.2019
PO0017KO6I;F327;224368;10;0.1;02.19.2019
PO0017KO6I;F327;738362;20;1.2;02.19.2019
PO0017KO6I;F327;550993;10;0.8;02.19.2019
PO0017KO6I;F327;744937;8;1.3;02.19.2019
PO0017KO6I;F327;742891;16;1.3;02.19.2019
PO0017KO6I;F327;763108;20;0.6;02.19.2019
PO0017KOTT;F209;697915;1;1.6;02.19.2019
PO0017KOTT;F209;501438;1;1.3;02.19.2019
PO0017KOTT;F209;2992;1;0.8;02.19.2019
PO0017KOTT;F209;558921;1;1.9;02.19.2019
PO0017KOTT;F209;548205;40;0.9;02.19.2019
PO0017KOTT;F209;548209;40;0.9;02.19.2019
PO0017KOTT;F209;589891;20;1.3;02.19.2019
PO0017KOTT;F209;440330;10;1.3;02.19.2019
PO0017KOTT;F209;8217;10;1.4;02.19.2019
PO0017KOTT;F209;33409;10;1.3;02.19.2019
PO0017KOTT;F209;660590;10;1.3;02.19.2019
PO0017KOTT;F209;702116;16;1.7;02.19.2019
PO0017KOTT;F209;440320;10;1.3;02.19.2019
PO0017KOTT;F209;575008;10;1.3;02.19.2019
PO0017KOTT;F209;575010;10;0.9;02.19.2019
PO0017KOTT;F209;610639;24;1.2;02.19.2019
PO0017KO7T;F239;689249;10;1.8;02.19.2019
PO0017KO7T;F239;76931;16;1.7;02.19.2019
PO0017KO7T;F239;34915;6;3.3;02.19.2019
PO0017KO7T;F239;365570;20;1.4;02.19.2019
PO0017KO7T;F239;638313;10;1.0;02.19.2019
PO0017KO7T;F239;45037;20;0.9;02.19.2019
PO0017KO7T;F239;668223;20;1.3;02.19.2019
PO0017KO7T;F239;747302;12;0.7;02.19.2019
PO0017KO7T;F239;609411;30;1.7;02.19.2019
PO0017KO7T;F239;699145;15;1.7;02.19.2019
PO0017KO7T;F239;428252;4;6.1;02.19.2019
PO0017KO7T;F239;58910;12;1.3;02.19.2019
PO0017KO7T;F239;580557;6;2.4;02.19.2019
PO0017KO7T;F239;698305;12;1.5;02.19.2019
PO0017KO7T;F239;729752;12;1.5;02.19.2019
PO0017KO7T;F239;610721;22;0.3;02.19.2019
PO0017KO6I;F327;500386;10;0.5;02.19.2019
PO0017KO6I;F327;594564;24;0.3;02.19.2019
PO0017KO6I;F327;594569;24;0.3;02.19.2019
PO0017KO6I;F327;640049;24;0.3;02.19.2019
PO0017KO6I;F327;640050;24;0.3;02.19.2019
PO0017KO6I;F327;539738;40;0.3;02.19.2019
PO0017KO6I;F327;539742;60;0.3;02.19.2019
PO0017KO6I;F327;556221;40;0.3;02.19.2019
PO0017KO6I;F327;556220;40;0.3;02.19.2019
PO0017KO6I;F327;539743;60;0.3;02.19.2019
PO0017KO6I;F327;539741;40;0.3;02.19.2019
PO0017KO6I;F327;192862;20;0.3;02.19.2019
PO0017KO6I;F327;539746;60;0.3;02.19.2019
PO0017KO6I;F327;594565;24;0.3;02.19.2019
PO0017KO6I;F327;556222;20;0.3;02.19.2019
PO0017KO6I;F327;556223;80;0.3;02.19.2019
PO0017KO6I;F327;332486;36;1.4;02.19.2019
PO0017KO6I;F327;759842;16;1.2;02.19.2019
PO0017KO6I;F327;757281;10;0.9;02.19.2019
PO0017KO6I;F327;723947;10;0.1;02.19.2019
PO0017KO6I;F327;762024;8;1.2;02.19.2019
PO0017KO6I;F327;685104;10;1.1;02.19.2019
PO0017KO6I;F327;731740;10;1.0;02.19.2019
PO0017KO6I;F327;731739;40;1.0;02.19.2019
PO0017KO6I;F327;708298;30;0.7;02.19.2019
PO0017KO6I;F327;742105;20;0.8;02.19.2019
PO0017KO6I;F327;737895;10;0.9;02.19.2019
PO0017KO6I;F327;759843;16;1.2;02.19.2019
PO0017KO6I;F327;664169;24;0.2;02.19.2019
PO0017KO6I;F327;742881;22;0.5;02.19.2019
PO0017KO6I;F327;365776;36;0.2;02.19.2019
PO0017KO6I;F327;590785;6;1.8;02.19.2019
PO0017KOTT;F209;398066;10;0.9;02.19.2019
PO0017KOTT;F209;589890;10;0.2;02.19.2019
PO0017KOTT;F209;8219;10;1.3;02.19.2019
PO0017KOTT;F209;621319;10;1.3;02.19.2019
PO0017KOTT;F209;318831;10;1.3;02.19.2019
PO0017KOTT;F209;531310;10;1.3;02.19.2019
PO0017KOTT;F209;18095;10;1.3;02.19.2019
PO0017KOTT;F209;493546;10;0.9;02.19.2019
PO0017KOTT;F209;325771;10;0.8;02.19.2019
PO0017KOTT;F209;738361;10;0.2;02.19.2019
PO0017KOTT;F209;702118;10;0.9;02.19.2019
PO0017KOTT;F209;564759;10;1.3;02.19.2019
PO0017KOTT;F209;721359;10;0.1;02.19.2019
PO0017KOTT;F209;577578;10;0.8;02.19.2019
PO0017KOTT;F209;710644;10;0.1;02.19.2019
PO0017KOTT;F209;55589;10;0.2;02.19.2019
PO0017KO7T;F239;67867;27;0.2;02.19.2019
PO0017KO7T;F239;57746;27;0.3;02.19.2019
PO0017KO7T;F239;547028;10;1.2;02.19.2019
PO0017KO7T;F239;691798;18;0.5;02.19.2019
PO0017KO7T;F239;589883;35;1.3;02.19.2019
PO0017KO7T;F239;89439;40;0.8;02.19.2019
PO0017KO7T;F239;767756;16;0.9;02.19.2019
PO0017KO7T;F239;186647;24;0.5;02.19.2019
PO0017KO7T;F239;767758;24;0.8;02.19.2019
PO0017KO7T;F239;609558;12;1.0;02.19.2019
PO0017KO7T;F239;612016;18;0.2;02.19.2019
PO0017KO7T;F239;315086;6;0.4;02.19.2019
PO0017KO7T;F239;186652;24;0.8;02.19.2019
PO0017KO7T;F239;734575;10;0.5;02.19.2019
PO0017KO7T;F239;420320;12;0.2;02.19.2019
PO0017KO7T;F239;699285;60;0.5;02.19.2019
PO0017KO6I;F327;539744;60;0.3;02.19.2019
PO0017KO6I;F327;561076;20;0.3;02.19.2019
PO0017KO6I;F327;557520;24;0.3;02.19.2019
PO0017KO6I;F327;640048;24;0.3;02.19.2019
PO0017KO6I;F327;660563;40;0.3;02.19.2019
PO0017KO6I;F327;605170;20;0.2;02.19.2019
PO0017KO6I;F327;605171;20;0.3;02.19.2019
PO0017KO6I;F327;712554;12;0.3;02.19.2019
PO0017KO6I;F327;658576;6;3.5;02.19.2019
PO0017KO6I;F327;560612;12;3.4;02.19.2019
PO0017KO6I;F327;676238;18;3.4;02.19.2019
PO0017KO6I;F327;35937;2;7.9;02.19.2019
PO0017KO6I;F327;119;6;4.4;02.19.2019
PO0017KO6I;F327;119;6;3.2;02.19.2019
PO0017KO6I;F327;479725;4;3.3;02.19.2019
PO0017KO6I;F327;749590;12;2.2;02.19.2019
PO0017KO6I;F327;21697;6;2.8;02.19.2019
PO0017KO6I;F327;664165;48;0.2;02.19.2019
PO0017KO6I;F327;30519;5;4.8;02.19.2019
PO0017KO6I;F327;664167;20;0.3;02.19.2019
PO0017KO6I;F327;366101;48;1.3;02.19.2019
PO0017KO6I;F327;597389;21;3.5;02.19.2019
PO0017KO6I;F327;712739;72;1.2;02.19.2019
PO0017KO6I;F327;712705;24;1.3;02.19.2019
PO0017KO6I;F327;750694;30;2.3;02.19.2019
PO0017KO6I;F327;749887;60;2.3;02.19.2019
PO0017KO6I;F327;687060;30;1.8;02.19.2019
PO0017KO6I;F327;678646;30;1.8;02.19.2019
PO0017KO6I;F327;756836;12;10.9;02.19.2019
PO0017KO6I;F327;579172;24;1.7;02.19.2019
PO0017KO6I;F327;10050;20;1.5;02.19.2019
PO0017KO6I;F327;754671;26;0.8;02.19.2019
PO0017KO6I;F327;396266;16;0.9;02.19.2019
PO0017KOEN;F193;491401;30;0.7;03.12.2019
PO0017KOEN;F193;727555;30;0.6;03.12.2019
PO0017KOEN;F193;498806;30;0.7;03.12.2019
PO0017KOEN;F193;743324;20;1.3;03.12.2019
PO0017KOEN;F193;771455;6;2.0;03.12.2019
PO0017KOEN;F193;644423;12;2.1;03.12.2019
PO0017KOEN;F193;3180;12;2.0;03.12.2019
PO0017KOEN;F193;688249;6;1.8;03.12.2019
PO0017KOEN;F193;704770;6;1.5;03.12.2019
PO0017KOEN;F193;663332;6;2.0;03.12.2019
PO0017KOEN;F193;715643;12;1.9;03.12.2019
PO0017KOEN;F193;226777;6;1.6;03.12.2019
PO0017KOEN;F193;522639;6;2.0;03.12.2019
PO0017KOEN;F193;550859;6;2.0;03.12.2019
PO0017KOEN;F193;654318;6;2.5;03.12.2019
PO0017KOEN;F193;541168;36;1.9;03.12.2019
PO0017KOTW;F284;621652;2;2.0;02.19.2019
PO0017KOTW;F284;58113;1;1.9;02.19.2019
PO0017KOTW;F284;588520;1;2.3;02.19.2019
PO0017KOTW;F284;697915;1;1.6;02.19.2019
PO0017KOTW;F284;482915;1;1.4;02.19.2019
PO0017KOTW;F284;34563;4;1.6;02.19.2019
PO0017KOTW;F284;1042;2;1.6;02.19.2019
PO0017KOTW;F284;498781;1;1.9;02.19.2019
PO0017KOTW;F284;14032;1;1.3;02.19.2019
PO0017KOTW;F284;609557;1;1.8;02.19.2019
PO0017KOTW;F284;548205;20;0.9;02.19.2019
PO0017KOTW;F284;589891;30;1.3;02.19.2019
PO0017KOTW;F284;440330;10;1.3;02.19.2019
PO0017KOTW;F284;8217;40;1.4;02.19.2019
PO0017KOTW;F284;33409;10;1.3;02.19.2019
PO0017KOTW;F284;527075;10;1.3;02.19.2019
PO0017KNYP;F015;47547;26;0.8;02.19.2019
PO0017KNYP;F015;47547;26;0.8;02.19.2019
PO0017KNYP;F015;32539;10;0.9;02.19.2019
PO0017KNYP;F015;206635;10;0.2;02.19.2019
PO0017KNYP;F015;418124;10;0.8;02.19.2019
PO0017KNYP;F015;721359;10;0.1;02.19.2019
PO0017KNYP;F015;750482;10;0.8;02.19.2019
PO0017KNYP;F015;702119;10;0.9;02.19.2019
PO0017KNYP;F015;255349;10;1.3;02.19.2019
PO0017KNYP;F015;623513;10;1.1;02.19.2019
PO0017KNYP;F015;700393;10;1.2;02.19.2019
PO0017KNYP;F015;742107;10;0.8;02.19.2019
PO0017KNYP;F015;8616;10;1.5;02.19.2019
PO0017KNYP;F015;686646;30;0.0;02.19.2019
PO0017KNYP;F015;609138;30;0.7;02.19.2019
PO0017KNYP;F015;418128;10;0.8;02.19.2019
PO0017KNYP;F015;738362;20;1.2;02.19.2019
PO0017KOEN;F193;604163;60;1.2;03.12.2019
PO0017KOEN;F193;753785;20;1.1;03.12.2019
PO0017KOEN;F193;681022;20;1.1;03.12.2019
PO0017KOEN;F193;761302;12;0.4;03.12.2019
PO0017KOEN;F193;63853;24;0.9;03.12.2019
PO0017KOEN;F193;369761;3;3.3;03.12.2019
PO0017KOEN;F193;513730;48;0.8;03.12.2019
PO0017KOEN;F193;513732;21;3.3;03.12.2019
PO0017KOEN;F193;2500;36;0.5;03.12.2019
PO0017KOEN;F193;714690;12;0.4;03.12.2019
PO0017KOEN;F193;578118;12;0.8;03.12.2019
PO0017KOEN;F193;360665;24;0.5;03.12.2019
PO0017KOEN;F193;744358;24;0.6;03.12.2019
PO0017KOEN;F193;410366;12;0.8;03.12.2019
PO0017KOEN;F193;410368;12;0.8;03.12.2019
PO0017KOEN;F193;688712;24;0.8;03.12.2019
PO0017KOEN;F193;550053;12;2.0;03.12.2019
PO0017KOEN;F193;550058;12;2.0;03.12.2019
PO0017KOEN;F193;408457;6;2.2;03.12.2019
PO0017KOEN;F193;705826;12;2.0;03.12.2019
PO0017KOEN;F193;346759;20;0.9;03.12.2019
PO0017KOEN;F193;1423;12;1.9;03.12.2019
PO0017KOEN;F193;645845;20;0.9;03.12.2019
PO0017KOEN;F193;428916;12;2.6;03.12.2019
PO0017KOEN;F193;603964;6;3.2;03.12.2019
PO0017KOEN;F193;1956;6;2.8;03.12.2019
PO0017KOEN;F193;327682;12;2.8;03.12.2019
PO0017KOEN;F193;716187;6;2.6;03.12.2019
PO0017KOEN;F193;716188;18;2.2;03.12.2019
PO0017KOEN;F193;3743;6;3.5;03.12.2019
PO0017KOEN;F193;722981;6;3.0;03.12.2019
PO0017KOEN;F193;501250;20;1.2;03.12.2019
PO0017KOTW;F284;661431;24;2.0;02.19.2019
PO0017KOTW;F284;575010;10;0.9;02.19.2019
PO0017KOTW;F284;663870;10;0.9;02.19.2019
PO0017KOTW;F284;610639;8;1.2;02.19.2019
PO0017KOTW;F284;531169;10;1.3;02.19.2019
PO0017KOTW;F284;463389;10;1.4;02.19.2019
PO0017KOTW;F284;18095;10;1.3;02.19.2019
PO0017KOTW;F284;24115;10;1.4;02.19.2019
PO0017KOTW;F284;440331;10;1.3;02.19.2019
PO0017KOTW;F284;609135;30;0.7;02.19.2019
PO0017KOTW;F284;325763;10;0.8;02.19.2019
PO0017KOTW;F284;744058;30;0.5;02.19.2019
PO0017KOTW;F284;750482;10;0.8;02.19.2019
PO0017KOTW;F284;577578;10;0.8;02.19.2019
PO0017KOTW;F284;710644;10;0.1;02.19.2019
PO0017KOTW;F284;257637;30;0.8;02.19.2019
PO0017KNYP;F015;742891;8;1.3;02.19.2019
PO0017KNYP;F015;763108;10;0.6;02.19.2019
PO0017KNYP;F015;723947;10;0.1;02.19.2019
PO0017KNYP;F015;660592;10;1.3;02.19.2019
PO0017KNYP;F015;762024;8;1.2;02.19.2019
PO0017KNYP;F015;142615;3;1.2;02.19.2019
PO0017KNYP;F015;767366;10;1.0;02.19.2019
PO0017KNYP;F015;731739;10;1.0;02.19.2019
PO0017KNYP;F015;737893;10;0.9;02.19.2019
PO0017KNYP;F015;683300;30;0.8;02.19.2019
PO0017KNYP;F015;2007;36;1.6;02.19.2019
PO0017KNYP;F015;676253;4;1.3;02.19.2019
PO0017KNYP;F015;719198;40;0.2;02.19.2019
PO0017KNYP;F015;659841;16;0.4;02.19.2019
PO0017KNYP;F015;664167;20;0.3;02.19.2019
PO0017KNYP;F015;366101;24;1.3;02.19.2019
PO0017KOEN;F193;755682;12;0.8;03.12.2019
PO0017KOEN;F193;470926;24;0.8;03.12.2019
PO0017KOEN;F193;48593;12;0.5;03.12.2019
PO0017KOEN;F193;477568;48;0.8;03.12.2019
PO0017KOEN;F193;770494;40;1.7;03.12.2019
PO0017KOEN;F193;3745;42;3.5;03.12.2019
PO0017KOEN;F193;3745;6;3.5;03.12.2019
PO0017KOEN;F193;474835;30;3.4;03.12.2019
PO0017KOEN;F193;660939;66;3.4;03.12.2019
PO0017KOEN;F193;750308;24;2.1;03.12.2019
PO0017KOEN;F193;446883;36;2.3;03.12.2019
PO0017FOL9;F193;751132;18;0.4;03.12.2019
PO0017FOL9;F193;604200;20;1.2;03.12.2019
PO0017FOL5;F193;670966;3;1.0;03.12.2019
PO0017HI86;F193;531970;12;1.8;03.12.2019
PO0017FOLC;F193;509790;10;1.8;03.12.2019
PO0017KOEN;F193;744381;18;4.2;03.12.2019
PO0017KOEN;F193;744381;60;4.2;03.12.2019
PO0017KOEN;F193;17332;20;1.2;03.12.2019
PO0017KOEN;F193;621034;12;1.8;03.12.2019
PO0017KOEN;F193;640144;20;1.3;03.12.2019
PO0017KOEN;F193;755410;20;1.3;03.12.2019
PO0017KOEN;F193;735855;40;1.3;03.12.2019
PO0017KOEN;F193;9421;40;1.2;03.12.2019
PO0017KOEN;F193;10503;140;1.3;03.12.2019
PO0017KOEN;F193;10505;40;1.2;03.12.2019
PO0017KOEN;F193;125311;20;1.2;03.12.2019
PO0017KOEN;F193;30980;20;1.2;03.12.2019
PO0017KOEN;F193;36276;80;1.2;03.12.2019
PO0017KOEN;F193;36278;20;1.2;03.12.2019
PO0017KOEN;F193;714651;20;1.3;03.12.2019
PO0017KOEN;F193;440252;20;1.2;03.12.2019
PO0017KOTW;F284;749658;10;1.2;02.19.2019
PO0017KOTW;F284;744937;8;1.3;02.19.2019
PO0017KOTW;F284;742891;8;1.3;02.19.2019
PO0017KOTW;F284;621331;10;1.8;02.19.2019
PO0017KOTW;F284;664715;1;1.8;02.19.2019
PO0017KOTW;F284;725385;20;4.2;02.19.2019
PO0017KOTW;F284;725386;20;3.7;02.19.2019
PO0017KOTW;F284;725387;20;4.6;02.19.2019
PO0017KOTW;F284;683300;30;0.8;02.19.2019
PO0017KOTW;F284;759843;8;1.2;02.19.2019
PO0017KOTW;F284;2007;12;1.6;02.19.2019
PO0017KOTW;F284;742881;22;0.5;02.19.2019
PO0017KOTW;F284;6327;30;0.2;02.19.2019
PO0017KOTW;F284;30519;5;4.8;02.19.2019
PO0017KOTW;F284;664167;20;0.3;02.19.2019
PO0017KOTW;F284;659822;24;0.3;02.19.2019
PO0017KNYP;F015;597389;21;3.5;02.19.2019
PO0017KNYP;F015;712739;48;1.2;02.19.2019
PO0017KNYP;F015;653589;25;2.4;02.19.2019
PO0017KNYP;F015;659819;30;4.5;02.19.2019
PO0017KNYP;F015;712705;24;1.3;02.19.2019
PO0017KNYP;F015;687060;30;1.8;02.19.2019
PO0017KNYP;F015;678646;90;1.8;02.19.2019
PO0017KNYP;F015;1934;80;2.0;02.19.2019
PO0017KNYP;F015;712703;24;1.3;02.19.2019
PO0017KNYP;F015;479115;1;10.8;02.19.2019
PO0017KNYP;F015;29055;10;2.0;02.19.2019
PO0017KNYP;F015;565074;10;1.3;02.19.2019
PO0017KNYP;F015;651256;12;5.8;02.19.2019
PO0017KNYP;F015;598354;12;0.4;02.19.2019
PO0017KNYP;F015;712199;10;2.9;02.19.2019
PO0017KNYP;F015;611829;12;0.3;02.19.2019
PO0017FOLC;F193;184046;10;1.4;03.12.2019
PO0017FOL8;F193;675078;10;0.2;03.12.2019
PO0017FOL8;F193;688235;10;0.6;03.12.2019
PO0017KOEN;F193;112894;1;40.5;03.12.2019
PO0017KOEN;F193;72549;2;56.0;03.12.2019
PO0017KOEN;F193;72549;2;56.0;03.12.2019
PO0017KOEN;F193;72597;1;51.0;03.12.2019
PO0017KOEN;F193;127836;2;36.0;03.12.2019
PO0017KOEN;F193;127828;1;50.4;03.12.2019
PO0017KOEN;F193;127834;1;38.3;03.12.2019
PO0017KOEN;F193;435165;1;54.4;03.12.2019
PO0017KOEN;F193;435154;2;71.3;03.12.2019
PO0017KOEN;F193;91548;1 500;1.8;03.12.2019
PO0017KOEN;F193;466218;8;8.1;03.12.2019
PO0017KOEN;F193;557502;14;2.0;03.12.2019
PO0017KOEN;F193;598765;14;2.3;03.12.2019
PO0017KOEN;F193;256169;14;2.0;03.12.2019
PO0017KOEN;F193;596193;40;1.2;03.12.2019
PO0017KOEN;F193;617526;96;1.9;03.12.2019
PO0017KOEN;F193;28566;20;1.2;03.12.2019
PO0017KOEN;F193;181028;20;1.0;03.12.2019
PO0017KOEN;F193;197891;20;0.9;03.12.2019
PO0017KOEN;F193;681023;20;1.1;03.12.2019
PO0017KOEN;F193;446883;12;2.3;03.12.2019
PO0017KOEN;F193;574698;12;2.5;03.12.2019
PO0017KOEN;F193;49142;24;1.9;03.12.2019
PO0017KOEN;F193;62812;24;1.9;03.12.2019
PO0017KOEN;F193;689899;12;1.9;03.12.2019
PO0017KOEN;F193;689772;24;2.1;03.12.2019
PO0017KOEN;F193;504960;12;1.9;03.12.2019
PO0017KOEN;F193;554459;48;1.9;03.12.2019
PO0017KOEN;F193;770492;12;2.6;03.12.2019
PO0017KOEN;F193;635752;12;1.2;03.12.2019
PO0017KOTW;F284;691321;24;0.2;02.19.2019
PO0017KOTW;F284;750694;30;2.3;02.19.2019
PO0017KOTW;F284;687060;30;1.8;02.19.2019
PO0017KOTW;F284;477381;6;7.4;02.19.2019
PO0017KOTW;F284;396266;16;0.9;02.19.2019
PO0017KOTW;F284;653962;2;3.6;02.19.2019
PO0017KOTW;F284;456208;15;5.1;02.19.2019
PO0017KOTW;F284;677017;6;0.8;02.19.2019
PO0017KOTW;F284;744773;25;0.7;02.19.2019
PO0017KOTW;F284;505512;4;2.4;02.19.2019
PO0017KOTW;F284;753630;12;11.9;02.19.2019
PO0017KOTW;F284;477379;6;0.7;02.19.2019
PO0017KOTW;F284;651126;24;7.0;02.19.2019
PO0017KOTW;F284;504810;6;0.7;02.19.2019
PO0017KOTW;F284;753545;12;12.6;02.19.2019
PO0017KOTW;F284;736866;12;12.6;02.19.2019
PO0017KNYP;F015;711560;12;0.6;02.19.2019
PO0017KNYP;F015;711383;6;1.3;02.19.2019
PO0017KNYP;F015;576298;12;1.3;02.19.2019
PO0017KNYP;F015;408524;12;1.5;02.19.2019
PO0017KNYP;F015;408523;12;1.5;02.19.2019
PO0017KNYP;F015;719491;10;1.5;02.19.2019
PO0017KNYP;F015;580560;6;2.4;02.19.2019
PO0017KNYP;F015;498751;6;2.3;02.19.2019
PO0017KNYP;F015;719476;10;1.5;02.19.2019
PO0017KNYP;F015;719478;10;1.5;02.19.2019
PO0017KNYP;F015;719481;10;1.5;02.19.2019
PO0017KNYP;F015;521562;12;1.1;02.19.2019
PO0017KNYP;F015;124173;24;0.7;02.19.2019
PO0017KNYP;F015;322422;15;0.8;02.19.2019
PO0017KNYP;F015;762162;4;1.1;02.19.2019
PO0017KNYP;F015;155458;27;0.2;02.19.2019
PO0017KOEN;F193;594566;24;0.3;03.12.2019
PO0017KOEN;F193;640049;24;0.3;03.12.2019
PO0017KOEN;F193;557523;24;0.4;03.12.2019
PO0017KOEN;F193;557514;24;0.3;03.12.2019
PO0017KOEN;F193;619697;24;0.3;03.12.2019
PO0017KOEN;F193;539738;20;0.3;03.12.2019
PO0017KOEN;F193;556221;20;0.3;03.12.2019
PO0017KOEN;F193;557521;24;0.3;03.12.2019
PO0017KOEN;F193;539743;20;0.3;03.12.2019
PO0017KOEN;F193;539741;20;0.3;03.12.2019
PO0017KOEN;F193;556222;40;0.3;03.12.2019
PO0017KOEN;F193;556223;20;0.3;03.12.2019
PO0017KOEN;F193;539744;20;0.3;03.12.2019
PO0017KOEN;F193;561076;20;0.3;03.12.2019
PO0017KOEN;F193;605172;20;0.3;03.12.2019
PO0017KOEN;F193;561075;40;0.3;03.12.2019
PO0017KOTW;F284;576017;15;0.4;02.19.2019
PO0017KOTW;F284;611017;24;0.2;02.19.2019
PO0017KOTW;F284;213342;27;0.3;02.19.2019
PO0017KOTW;F284;676328;18;0.8;02.19.2019
PO0017KOTW;F284;691798;18;0.5;02.19.2019
PO0017KOTW;F284;355212;20;0.4;02.19.2019
PO0017KOTW;F284;28734;15;1.3;02.19.2019
PO0017KOTW;F284;767755;24;0.8;02.19.2019
PO0017KOTW;F284;589880;30;0.6;02.19.2019
PO0017KOTW;F284;767756;16;0.9;02.19.2019
PO0017KOTW;F284;767758;24;0.8;02.19.2019
PO0017KOTW;F284;446867;6;0.7;02.19.2019
PO0017KOTW;F284;315099;12;0.4;02.19.2019
PO0017KOTW;F284;555399;6;0.4;02.19.2019
PO0017KOTW;F284;767757;38;0.7;02.19.2019
PO0017KOTW;F284;726563;26;1.1;02.19.2019
PO0017KOTW;F284;711383;12;1.3;02.19.2019
PO0017KOTW;F284;463778;12;1.2;02.19.2019
PO0017KOTW;F284;387486;12;1.3;02.19.2019
PO0017KOTW;F284;745452;6;1.8;02.19.2019
PO0017KOTW;F284;613345;11;0.3;02.19.2019
PO0017KOTW;F284;309132;22;1.2;02.19.2019
PO0017KOTW;F284;382182;20;0.8;02.19.2019
PO0017KOTW;F284;609244;12;1.5;02.19.2019
PO0017KOTW;F284;765018;3;9.4;02.19.2019
PO0017KOTW;F284;24294;56;0.7;02.19.2019
PO0017KOTW;F284;488346;20;4.8;02.19.2019
PO0017KOTW;F284;765721;10;4.0;02.19.2019
PO0017KOTW;F284;477443;30;0.3;02.19.2019
PO0017KOTW;F284;663331;6;6.2;02.19.2019
PO0017KOTW;F284;428108;8;1.9;02.19.2019
PO0017KOTW;F284;736898;12;2.0;02.19.2019
PO0017KNYP;F015;86185;27;0.3;02.19.2019
PO0017KNYP;F015;716079;12;1.1;02.19.2019
PO0017KNYP;F015;527084;12;1.1;02.19.2019
PO0017KNYP;F015;28734;15;1.3;02.19.2019
PO0017KNYP;F015;383222;12;0.9;02.19.2019
PO0017KNYP;F015;725829;12;0.9;02.19.2019
PO0017KNYP;F015;524300;12;0.9;02.19.2019
PO0017KNYP;F015;173223;40;0.9;02.19.2019
PO0017KNYP;F015;716285;15;1.3;02.19.2019
PO0017KNYP;F015;767758;24;0.8;02.19.2019
PO0017KNYP;F015;609558;12;1.0;02.19.2019
PO0017KNYP;F015;548665;30;0.8;02.19.2019
PO0017KNYP;F015;734575;10;0.5;02.19.2019
PO0017KNYP;F015;734578;10;0.4;02.19.2019
PO0017KNYP;F015;707313;16;0.4;02.19.2019
PO0017KNYP;F015;431145;12;0.2;02.19.2019
PO0017KOEN;F193;605171;20;0.3;03.12.2019
PO0017KOEN;F193;521827;6;2.3;03.12.2019
PO0017KOEN;F193;574324;6;2.0;03.12.2019
PO0017KOEN;F193;619581;12;2.0;03.12.2019
PO0017KOEN;F193;619579;6;2.0;03.12.2019
PO0017KOEN;F193;471086;12;1.4;03.12.2019
PO0017KOEN;F193;718663;6;2.0;03.12.2019
PO0017KOEN;F193;574956;6;1.4;03.12.2019
PO0017KOEN;F193;521825;6;2.7;03.12.2019
PO0017KOEN;F193;37541;12;1.3;03.12.2019
PO0017KOEN;F193;618936;24;0.3;03.12.2019
PO0017KOEN;F193;618935;24;0.3;03.12.2019
PO0017KOEN;F193;618922;18;0.3;03.12.2019
PO0017KOEN;F193;669895;24;0.2;03.12.2019
PO0017KOEN;F193;746812;8;1.9;03.12.2019
PO0017KOEN;F193;718854;1;1.8;03.12.2019
PO0017KOTW;F284;719789;16;2.4;02.19.2019
PO0017KOTW;F284;31649;20;0.5;02.19.2019
PO0017KOTW;F284;689419;24;1.4;02.19.2019
PO0017KOTW;F284;10887;24;2.0;02.19.2019
PO0017KOTW;F284;36064;20;1.1;02.19.2019
PO0017KOTW;F284;135304;10;3.8;02.19.2019
PO0017KOTW;F284;664293;24;0.7;02.19.2019
PO0017KOTW;F284;764589;10;1.3;02.19.2019
PO0017KOTW;F284;766876;18;2.7;02.19.2019
PO0017KOTW;F284;643443;1;17.3;02.19.2019
PO0017KOTW;F284;457072;1;9.4;02.19.2019
PO0017KOTW;F284;500788;4;5.4;02.19.2019
PO0017KOTW;F284;749894;1;8.4;02.19.2019
PO0017KOTW;F284;453381;1;6.1;02.19.2019
PO0017KOTW;F284;64519;720;5.4;02.19.2019
PO0017KOTW;F284;366441;16;1.5;02.19.2019
PO0017KOTW;F284;740262;6;7.4;02.19.2019
PO0017KOTW;F284;719653;6;3.6;02.19.2019
PO0017KOTW;F284;464770;24;5.7;02.19.2019
PO0017KOTW;F284;736897;24;0.4;02.19.2019
PO0017KOTW;F284;108930;4;21.2;02.19.2019
PO0017KOTW;F284;652113;12;4.2;02.19.2019
PO0017KOTW;F284;663264;20;1.6;02.19.2019
PO0017KOTW;F284;321299;6;0.4;02.19.2019
